"ID";"locationData_HGC";"locationData_DEWAC"
20874;"{""numFound"": 4, ""articleId"": 20874, ""locations"": [{""lat"": ""50.51155"", ""lon"": ""12.40083"", ""name"": ""Auerbach"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2954602, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.28028"", ""lon"": ""11.46278"", ""name"": ""Neumarkt in der Oberpfalz"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864549, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""49.49417"", ""lon"": ""11.81472"", ""name"": ""Landkreis Amberg-Sulzbach"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220855, ""featureClass"": ""ADM3"", ""municipality"": """"}, {""lat"": ""49.0"", ""lon"": ""11.5"", ""name"": ""Bavaria"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951839, ""featureClass"": ""ADM1"", ""municipality"": """"}]}";"{""numFound"": 4, ""articleId"": 20874, ""locations"": [{""lat"": ""49.28028"", ""lon"": ""11.46278"", ""name"": ""Neumarkt in der Oberpfalz"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864549, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""49.49417"", ""lon"": ""11.81472"", ""name"": ""Landkreis Amberg-Sulzbach"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220855, ""featureClass"": ""ADM3"", ""municipality"": """"}, {""lat"": ""50.51155"", ""lon"": ""12.40083"", ""name"": ""Auerbach"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2954602, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.0"", ""lon"": ""11.5"", ""name"": ""Bavaria"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951839, ""featureClass"": ""ADM1"", ""municipality"": """"}]}"
20877;"{""numFound"": 4, ""articleId"": 20877, ""locations"": [{""lat"": ""49.91556"", ""lon"": ""12.195"", ""name"": ""Landkreis Tirschenreuth"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2822099, ""featureClass"": ""ADM3"", ""municipality"": """"}, {""lat"": ""49.88263"", ""lon"": ""12.33112"", ""name"": ""Tirschenreuth"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2822100, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.00167"", ""lon"": ""12.30434"", ""name"": ""Waldsassen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2814815, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.0"", ""lon"": ""11.5"", ""name"": ""Bavaria"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951839, ""featureClass"": ""ADM1"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 20877, ""locations"": [{""lat"": ""49.88263"", ""lon"": ""12.33112"", ""name"": ""Tirschenreuth"", ""score"": 3, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2822100, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.00167"", ""lon"": ""12.30434"", ""name"": ""Waldsassen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2814815, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.0"", ""lon"": ""11.5"", ""name"": ""Bavaria"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951839, ""featureClass"": ""ADM1"", ""municipality"": """"}]}"
20888;"{""numFound"": 3, ""articleId"": 20888, ""locations"": [{""lat"": ""49.94782"", ""lon"": ""11.57893"", ""name"": ""Bayreuth"", ""score"": 8, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951825, ""featureClass"": ""PPLA2"", ""municipality"": """"}, {""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""53.55021"", ""lon"": ""8.57673"", ""name"": ""Bremerhaven"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2944368, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}";"{""numFound"": 4, ""articleId"": 20888, ""locations"": [{""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""53.55021"", ""lon"": ""8.57673"", ""name"": ""Bremerhaven"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2944368, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""31.93933"", ""lon"": ""-92.59876"", ""name"": ""Joyce"", ""score"": 1, ""state"": """", ""county"": ""US"", ""region"": """", ""locationId"": 4329356, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.94782"", ""lon"": ""11.57893"", ""name"": ""Bayreuth"", ""score"": 6, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951825, ""featureClass"": ""PPLA2"", ""municipality"": """"}]}"
20890;"{""numFound"": 9, ""articleId"": 20890, ""locations"": [{""lat"": ""46.0"", ""lon"": ""2.0"", ""name"": ""Republic of France"", ""score"": 1, ""state"": """", ""county"": ""FR"", ""region"": """", ""locationId"": 3017382, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""42.83333"", ""lon"": ""12.83333"", ""name"": ""Repubblica Italiana"", ""score"": 1, ""state"": """", ""county"": ""IT"", ""region"": """", ""locationId"": 3175395, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""39.76"", ""lon"": ""-98.5"", ""name"": ""United States"", ""score"": 1, ""state"": """", ""county"": ""US"", ""region"": """", ""locationId"": 6252001, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""43.44776"", ""lon"": ""-89.23984"", ""name"": ""Rio"", ""score"": 1, ""state"": """", ""county"": ""US"", ""region"": """", ""locationId"": 5268977, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""34.00344"", ""lon"": ""-93.75101"", ""name"": ""Tokio"", ""score"": 1, ""state"": """", ""county"": ""US"", ""region"": """", ""locationId"": 4133645, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.62472"", ""lon"": ""9.66278"", ""name"": ""Tauberbischofsheim"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2823854, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.35357"", ""lon"": ""7.57883"", ""name"": ""Koblenz"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2886946, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.21664"", ""lon"": ""-116.1854"", ""name"": ""Mount St. Maur"", ""score"": 3, ""state"": """", ""county"": ""CA"", ""region"": """", ""locationId"": 6082853, ""featureClass"": ""MT"", ""municipality"": """"}, {""lat"": ""55.78874"", ""lon"": ""49.12214"", ""name"": ""Kazan"", ""score"": 1, ""state"": """", ""county"": ""RU"", ""region"": """", ""locationId"": 551487, ""featureClass"": ""PPLA"", ""municipality"": """"}]}";"{""numFound"": 8, ""articleId"": 20890, ""locations"": [{""lat"": ""46.0"", ""lon"": ""2.0"", ""name"": ""Republic of France"", ""score"": 1, ""state"": """", ""county"": ""FR"", ""region"": """", ""locationId"": 3017382, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""42.83333"", ""lon"": ""12.83333"", ""name"": ""Repubblica Italiana"", ""score"": 1, ""state"": """", ""county"": ""IT"", ""region"": """", ""locationId"": 3175395, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""39.76"", ""lon"": ""-98.5"", ""name"": ""United States"", ""score"": 1, ""state"": """", ""county"": ""US"", ""region"": """", ""locationId"": 6252001, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""34.00344"", ""lon"": ""-93.75101"", ""name"": ""Tokio"", ""score"": 1, ""state"": """", ""county"": ""US"", ""region"": """", ""locationId"": 4133645, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.62472"", ""lon"": ""9.66278"", ""name"": ""Tauberbischofsheim"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2823854, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.35357"", ""lon"": ""7.57883"", ""name"": ""Koblenz"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2886946, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.21664"", ""lon"": ""-116.1854"", ""name"": ""Mount St. Maur"", ""score"": 3, ""state"": """", ""county"": ""CA"", ""region"": """", ""locationId"": 6082853, ""featureClass"": ""MT"", ""municipality"": """"}, {""lat"": ""55.78874"", ""lon"": ""49.12214"", ""name"": ""Kazan"", ""score"": 1, ""state"": """", ""county"": ""RU"", ""region"": """", ""locationId"": 551487, ""featureClass"": ""PPLA"", ""municipality"": """"}]}"
20891;"{""numFound"": 1, ""articleId"": 20891, ""locations"": [{""lat"": ""51.62841"", ""lon"": ""12.26492"", ""name"": ""Sandersdorf"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2841879, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 2, ""articleId"": 20891, ""locations"": [{""lat"": ""51.62841"", ""lon"": ""12.26492"", ""name"": ""Sandersdorf"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2841879, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""19.06667"", ""lon"": ""105.51667"", ""name"": ""Yên Mã"", ""score"": 1, ""state"": """", ""county"": ""VN"", ""region"": """", ""locationId"": 1560172, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
20892;"{""numFound"": 3, ""articleId"": 20892, ""locations"": [{""lat"": ""49.895"", ""lon"": ""8.085"", ""name"": ""Jugenheim in Rheinhessen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 6558923, ""featureClass"": ""ADM4"", ""municipality"": """"}, {""lat"": ""50.11552"", ""lon"": ""8.68417"", ""name"": ""Frankfurt am Main"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2925533, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""44.04028"", ""lon"": ""-121.34028"", ""name"": ""Skyliners Park Sports Complex"", ""score"": 1, ""state"": """", ""county"": ""US"", ""region"": """", ""locationId"": 5752393, ""featureClass"": ""PRK"", ""municipality"": """"}]}";"{""numFound"": 2, ""articleId"": 20892, ""locations"": [{""lat"": ""49.895"", ""lon"": ""8.085"", ""name"": ""Jugenheim in Rheinhessen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 6558923, ""featureClass"": ""ADM4"", ""municipality"": """"}, {""lat"": ""50.11552"", ""lon"": ""8.68417"", ""name"": ""Frankfurt am Main"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2925533, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}"
20899;"{""numFound"": 1, ""articleId"": 20899, ""locations"": [{""lat"": ""50.25937"", ""lon"": ""10.96384"", ""name"": ""Coburg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2939951, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 20899, ""locations"": [{""lat"": ""50.25937"", ""lon"": ""10.96384"", ""name"": ""Coburg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2939951, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.33948"", ""lon"": ""11.21653"", ""name"": ""Weidhausen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2812932, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""13.80131"", ""lon"": ""109.15193"", ""name"": ""Sông Hà Thanh"", ""score"": 1, ""state"": """", ""county"": ""VN"", ""region"": """", ""locationId"": 1581066, ""featureClass"": ""STM"", ""municipality"": """"}]}"
20902;"{""numFound"": 2, ""articleId"": 20902, ""locations"": [{""lat"": ""49.75216"", ""lon"": ""11.54187"", ""name"": ""Pegnitz"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2855065, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.94782"", ""lon"": ""11.57893"", ""name"": ""Bayreuth"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951825, ""featureClass"": ""PPLA2"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 20902, ""locations"": [{""lat"": ""49.88111"", ""lon"": ""11.56583"", ""name"": ""Landkreis Bayreuth"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220846, ""featureClass"": ""ADM3"", ""municipality"": """"}]}"
20903;"{""numFound"": 3, ""articleId"": 20903, ""locations"": [{""lat"": ""49.71754"", ""lon"": ""11.05877"", ""name"": ""Forchheim"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2925910, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.34449"", ""lon"": ""7.18045"", ""name"": ""Neunkirchen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864435, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.89873"", ""lon"": ""10.90067"", ""name"": ""Bamberg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2952984, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 20903, ""locations"": [{""lat"": ""49.71754"", ""lon"": ""11.05877"", ""name"": ""Forchheim"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2925910, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.34449"", ""lon"": ""7.18045"", ""name"": ""Neunkirchen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864435, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.89873"", ""lon"": ""10.90067"", ""name"": ""Bamberg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2952984, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}"
20904;"{""numFound"": 3, ""articleId"": 20904, ""locations"": [{""lat"": ""50.00443"", ""lon"": ""12.08593"", ""name"": ""Marktredwitz"", ""score"": 3, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2873289, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""50.03923"", ""lon"": ""12.00342"", ""name"": ""Wunsiedel"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2805762, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.00167"", ""lon"": ""12.30434"", ""name"": ""Waldsassen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2814815, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 2, ""articleId"": 20904, ""locations"": [{""lat"": ""50.00443"", ""lon"": ""12.08593"", ""name"": ""Marktredwitz"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2873289, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""50.00167"", ""lon"": ""12.30434"", ""name"": ""Waldsassen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2814815, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
20907;"{""numFound"": 3, ""articleId"": 20907, ""locations"": [{""lat"": ""50.14567"", ""lon"": ""11.05928"", ""name"": ""Lichtenfels"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2878074, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.10199"", ""lon"": ""11.00128"", ""name"": ""Bad Staffelstein"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2829701, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 20907, ""locations"": [{""lat"": ""50.14567"", ""lon"": ""11.05928"", ""name"": ""Lichtenfels"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2878074, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.10199"", ""lon"": ""11.00128"", ""name"": ""Bad Staffelstein"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2829701, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
20908;"{""numFound"": 1, ""articleId"": 20908, ""locations"": [{""lat"": ""48.69555"", ""lon"": ""9.31675"", ""name"": ""Denkendorf"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2938253, ""featureClass"": ""PPLA4"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 20908, ""locations"": [{""lat"": ""48.69555"", ""lon"": ""9.31675"", ""name"": ""Denkendorf"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2938253, ""featureClass"": ""PPLA4"", ""municipality"": """"}]}"
20911;"{""numFound"": 0, ""articleId"": 20911, ""locations"": []}";"{""numFound"": 0, ""articleId"": 20911, ""locations"": []}"
20914;"{""numFound"": 0, ""articleId"": 20914, ""locations"": []}";"{""numFound"": 1, ""articleId"": 20914, ""locations"": [{""lat"": ""48.76508"", ""lon"": ""11.42372"", ""name"": ""Ingolstadt"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2895992, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}"
20951;"{""numFound"": 1, ""articleId"": 20951, ""locations"": [{""lat"": ""48.6038"", ""lon"": ""11.62568"", ""name"": ""Wolnzach"", ""score"": 3, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2806339, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 20951, ""locations"": [{""lat"": ""48.6038"", ""lon"": ""11.62568"", ""name"": ""Wolnzach"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2806339, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
20957;"{""numFound"": 0, ""articleId"": 20957, ""locations"": []}";"{""numFound"": 1, ""articleId"": 20957, ""locations"": [{""lat"": ""48.76508"", ""lon"": ""11.42372"", ""name"": ""Ingolstadt"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2895992, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}"
20962;"{""numFound"": 0, ""articleId"": 20962, ""locations"": []}";"{""numFound"": 0, ""articleId"": 20962, ""locations"": []}"
21050;"{""numFound"": 0, ""articleId"": 21050, ""locations"": []}";"{""numFound"": 0, ""articleId"": 21050, ""locations"": []}"
21069;"{""numFound"": 1, ""articleId"": 21069, ""locations"": [{""lat"": ""48.71169"", ""lon"": ""11.45599"", ""name"": ""Oberstimm"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2858893, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 21069, ""locations"": [{""lat"": ""48.71169"", ""lon"": ""11.45599"", ""name"": ""Oberstimm"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2858893, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
21073;"{""numFound"": 1, ""articleId"": 21073, ""locations"": [{""lat"": ""48.76508"", ""lon"": ""11.42372"", ""name"": ""Ingolstadt"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2895992, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 21073, ""locations"": [{""lat"": ""48.76508"", ""lon"": ""11.42372"", ""name"": ""Ingolstadt"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2895992, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}"
21074;"{""numFound"": 3, ""articleId"": 21074, ""locations"": [{""lat"": ""47.89882"", ""lon"": ""11.55843"", ""name"": ""Reichertshausen"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2849025, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""48.43333"", ""lon"": ""11.41667"", ""name"": ""Jetzendorf"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2894907, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""48.5"", ""lon"": ""11.46667"", ""name"": ""Scheyern"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2839527, ""featureClass"": ""PPLA4"", ""municipality"": """"}]}";"{""numFound"": 2, ""articleId"": 21074, ""locations"": [{""lat"": ""47.89882"", ""lon"": ""11.55843"", ""name"": ""Reichertshausen"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2849025, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""48.5"", ""lon"": ""11.46667"", ""name"": ""Scheyern"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2839527, ""featureClass"": ""PPLA4"", ""municipality"": """"}]}"
21075;"{""numFound"": 2, ""articleId"": 21075, ""locations"": [{""lat"": ""51.5"", ""lon"": ""10.5"", ""name"": ""Federal Republic of Germany"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2921044, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""52.52437"", ""lon"": ""13.41053"", ""name"": ""Berlin"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2950159, ""featureClass"": ""PPLC"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 21075, ""locations"": [{""lat"": ""51.5"", ""lon"": ""10.5"", ""name"": ""Federal Republic of Germany"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2921044, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""48.76508"", ""lon"": ""11.42372"", ""name"": ""Ingolstadt"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2895992, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""52.52437"", ""lon"": ""13.41053"", ""name"": ""Berlin"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2950159, ""featureClass"": ""PPLC"", ""municipality"": """"}]}"
21078;"{""numFound"": 2, ""articleId"": 21078, ""locations"": [{""lat"": ""48.56067"", ""lon"": ""11.26071"", ""name"": ""Schrobenhausen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2836084, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""48.58221"", ""lon"": ""11.17771"", ""name"": ""Sandizell"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2841790, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 21078, ""locations"": [{""lat"": ""48.56067"", ""lon"": ""11.26071"", ""name"": ""Schrobenhausen"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2836084, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""48.58221"", ""lon"": ""11.17771"", ""name"": ""Sandizell"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2841790, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""19.06667"", ""lon"": ""105.51667"", ""name"": ""Yên Mã"", ""score"": 1, ""state"": """", ""county"": ""VN"", ""region"": """", ""locationId"": 1560172, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
21082;"{""numFound"": 1, ""articleId"": 21082, ""locations"": [{""lat"": ""48.50654"", ""lon"": ""13.44718"", ""name"": ""Neuburg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2866075, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 21082, ""locations"": [{""lat"": ""48.50654"", ""lon"": ""13.44718"", ""name"": ""Neuburg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2866075, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
21083;"{""numFound"": 1, ""articleId"": 21083, ""locations"": [{""lat"": ""47.89882"", ""lon"": ""11.55843"", ""name"": ""Reichertshausen"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2849025, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 21083, ""locations"": [{""lat"": ""47.89882"", ""lon"": ""11.55843"", ""name"": ""Reichertshausen"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2849025, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
21086;"{""numFound"": 1, ""articleId"": 21086, ""locations"": [{""lat"": ""48.76508"", ""lon"": ""11.42372"", ""name"": ""Ingolstadt"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2895992, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 21086, ""locations"": [{""lat"": ""48.76508"", ""lon"": ""11.42372"", ""name"": ""Ingolstadt"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2895992, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}"
21087;"{""numFound"": 1, ""articleId"": 21087, ""locations"": [{""lat"": ""48.6038"", ""lon"": ""11.62568"", ""name"": ""Wolnzach"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2806339, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 21087, ""locations"": [{""lat"": ""48.6038"", ""lon"": ""11.62568"", ""name"": ""Wolnzach"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2806339, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
